title,abstract,authors,year,venue,journal,url,isOpenAccess,openAccessPdf,citationCount,referenceCount,isInfluential,publicationTypes,fieldsOfStudy,externalIds,influentialCitationCount,authors_names,publicationTypes_str,externalIds_str
Automated Reasoning on Feature Models,,"[{'authorId': '144672758', 'name': 'David Benavides'}, {'authorId': '1401729989', 'name': 'Pablo Trinidad Martín-Arroyo'}, {'authorId': '38103741', 'name': 'Antonio Ruiz-Cortés'}]",2005.0,Seminal Contributions to Information Systems Engineering,{'pages': '361-373'},https://www.semanticscholar.org/paper/40a14cacef4798aa111759aeaf0b70e2c2977478,True,"{'url': 'https://link.springer.com/content/pdf/10.1007%2F11431855_34.pdf', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1007/978-3-642-36926-1_29?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1007/978-3-642-36926-1_29, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",507.0,28.0,,['JournalArticle'],['Computer Science'],"{'MAG': '1608654004', 'DBLP': 'conf/caise/BenavidesTC05', 'DOI': '10.1007/978-3-642-36926-1_29', 'CorpusId': 16832754}",65.0,"David Benavides, Pablo Trinidad Martín-Arroyo, Antonio Ruiz-Cortés",JournalArticle,"MAG:1608654004, DBLP:conf/caise/BenavidesTC05, DOI:10.1007/978-3-642-36926-1_29, CorpusId:16832754"
Covering arrays for efficient fault characterization in complex configuration spaces,,"[{'authorId': '143733605', 'name': 'Cemal Yilmaz'}, {'authorId': '2111280798', 'name': 'Myra B. Cohen'}, {'authorId': '1713495', 'name': 'A. Porter'}]",2004.0,IEEE Transactions on Software Engineering,"{'volume': '32', 'pages': '20-34', 'name': 'IEEE Transactions on Software Engineering'}",https://www.semanticscholar.org/paper/a7ab1068b78e252a29bf9b74f1bf11aa3a2628f1,True,"{'url': 'http://www.cs.umd.edu/~aporter/Docs/tse-0198-0705-2c.pdf', 'status': 'GREEN', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1145/1007512.1007519?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/1007512.1007519, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",355.0,23.0,,['JournalArticle'],['Computer Science'],"{'DBLP': 'journals/tse/YilmazCP06', 'MAG': '2103533394', 'DOI': '10.1145/1007512.1007519', 'CorpusId': 11541888}",16.0,"Cemal Yilmaz, Myra B. Cohen, A. Porter",JournalArticle,"DBLP:journals/tse/YilmazCP06, MAG:2103533394, DOI:10.1145/1007512.1007519, CorpusId:11541888"
A smart hill-climbing algorithm for application server configuration,,"[{'authorId': '2061842236', 'name': 'Bowei Xi'}, {'authorId': '2109341239', 'name': 'Zhen Liu'}, {'authorId': '3080747', 'name': 'M. Raghavachari'}, {'authorId': '1795012', 'name': 'Cathy H. Xia'}, {'authorId': '153824195', 'name': 'Li Zhang'}]",2004.0,The Web Conference,{'pages': '287-296'},https://www.semanticscholar.org/paper/8d66a4c5e4e70c47159f5eed61df6b790a8f8c5a,True,"{'url': 'http://www.stat.purdue.edu/~xbw/research/WWW2004_Xi.pdf', 'status': 'GREEN', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1145/988672.988711?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/988672.988711, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",183.0,25.0,,['JournalArticle'],['Computer Science'],"{'DBLP': 'conf/www/XiLRXZ04', 'MAG': '2103434431', 'DOI': '10.1145/988672.988711', 'CorpusId': 979719}",19.0,"Bowei Xi, Zhen Liu, M. Raghavachari, Cathy H. Xia, Li Zhang",JournalArticle,"DBLP:conf/www/XiLRXZ04, MAG:2103434431, DOI:10.1145/988672.988711, CorpusId:979719"
"Interpretable Machine Learning, 2019, https://christophm. github.io/interpretable-ml-book",,[],2019.0,,,,,,,,,,,,,,,
Combinatorial Interaction Testing for Automated Constraint Repair,,"[{'authorId': '1699782', 'name': 'A. Gargantini'}, {'authorId': '1923360', 'name': 'J. Petke'}, {'authorId': '3460766', 'name': 'M. Radavelli'}]",2017.0,"International Conference on Software Testing, Verification and Validation Workshops","{'pages': '239-248', 'name': '2017 IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)'}",https://www.semanticscholar.org/paper/8b0b2bc4531520e9ebeea32257d72f12b842b04f,True,"{'url': 'https://discovery.ucl.ac.uk/id/eprint/1558060/1/Petke_constraintrepair.pdf', 'status': 'GREEN', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1109/ICSTW.2017.44?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/ICSTW.2017.44, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",23.0,31.0,,"['JournalArticle', 'Conference']",['Computer Science'],"{'DBLP': 'conf/icst/GargantiniPR17', 'MAG': '2606566370', 'DOI': '10.1109/ICSTW.2017.44', 'CorpusId': 15571638}",4.0,"A. Gargantini, J. Petke, M. Radavelli","JournalArticle, Conference","DBLP:conf/icst/GargantiniPR17, MAG:2606566370, DOI:10.1109/ICSTW.2017.44, CorpusId:15571638"
Performance‐influence models of multigrid methods: A case study on triangular grids,,"[{'authorId': '3236963', 'name': 'A. Grebhahn'}, {'authorId': '144438022', 'name': 'C. Rodrigo'}, {'authorId': '1708928', 'name': 'Norbert Siegmund'}, {'authorId': '1707111', 'name': 'F. Gaspar'}, {'authorId': '1721771', 'name': 'S. Apel'}]",2017.0,Concurrency and Computation,"{'volume': '29', 'name': 'Concurrency and Computation: Practice and Experience'}",https://www.semanticscholar.org/paper/62043c72cdbc5bea02761a045b6a0799624dab02,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1002/cpe.4057?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1002/cpe.4057, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",28.0,45.0,,['JournalArticle'],['Computer Science'],"{'DBLP': 'journals/concurrency/GrebhahnRSGA17', 'MAG': '2581861360', 'DOI': '10.1002/cpe.4057', 'CorpusId': 7727780}",2.0,"A. Grebhahn, C. Rodrigo, Norbert Siegmund, F. Gaspar, S. Apel",JournalArticle,"DBLP:journals/concurrency/GrebhahnRSGA17, MAG:2581861360, DOI:10.1002/cpe.4057, CorpusId:7727780"
e-PAL: An Active Learning Approach to the Multi-Objective Optimization Problem,,"[{'authorId': '16172247', 'name': 'M. Zuluaga'}, {'authorId': '145343838', 'name': 'Andreas Krause'}, {'authorId': '1690697', 'name': 'Markus Püschel'}]",2016.0,Journal of machine learning research,"{'volume': '17', 'pages': '104:1-104:32', 'name': 'J. Mach. Learn. Res.'}",https://www.semanticscholar.org/paper/ae93e240b7cf188c413d06b8cf2a13069dc87823,False,"{'url': '', 'status': None, 'license': None}",113.0,41.0,,['JournalArticle'],"['Computer Science', 'Mathematics']","{'MAG': '2516200644', 'DBLP': 'journals/jmlr/ZuluagaKP16', 'CorpusId': 125797142}",16.0,"M. Zuluaga, Andreas Krause, Markus Püschel",JournalArticle,"MAG:2516200644, DBLP:journals/jmlr/ZuluagaKP16, CorpusId:125797142"
Machine Learning in Genomic Medicine: A Review of Computational Problems and Data Sets,,"[{'authorId': '2952761', 'name': 'M. Leung'}, {'authorId': '3203657', 'name': 'Andrew Delong'}, {'authorId': '2327021501', 'name': 'Babak Alipanahi'}, {'authorId': '1749650', 'name': 'B. Frey'}]",2016.0,Proceedings of the IEEE,"{'volume': '104', 'pages': '176-197', 'name': 'Proceedings of the IEEE'}",https://www.semanticscholar.org/paper/4b733a188198dbff57cb8bd1ec996044fe272ce5,True,"{'url': 'https://doi.org/10.1109/jproc.2015.2494198', 'status': 'HYBRID', 'license': 'implied-oa', 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1109/JPROC.2015.2494198?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/JPROC.2015.2494198, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",248.0,240.0,,"['JournalArticle', 'Review']","['Biology', 'Computer Science']","{'MAG': '2247174477', 'DBLP': 'journals/pieee/LeungDAF16', 'DOI': '10.1109/JPROC.2015.2494198', 'CorpusId': 7338932}",7.0,"M. Leung, Andrew Delong, Babak Alipanahi, B. Frey","JournalArticle, Review","MAG:2247174477, DBLP:journals/pieee/LeungDAF16, DOI:10.1109/JPROC.2015.2494198, CorpusId:7338932"
Software Product Line Engineering Foundations Principles And Techniques,,[],2016.0,,"{'volume': '', 'name': ''}",https://www.semanticscholar.org/paper/9156f270cbe7d9627b7509f871f0bd075403f6db,False,"{'url': '', 'status': None, 'license': None}",985.0,0.0,,,['Computer Science'],{'CorpusId': 56811301},176.0,,,CorpusId:56811301
Improved Prediction of Non-functional Properties in Software Product Lines with Domain Context,,"[{'authorId': '2585867', 'name': 'Max Lillack'}, {'authorId': '2110564639', 'name': 'Johannes Müller'}, {'authorId': '3168880', 'name': 'U. Eisenecker'}]",2013.0,Software Engineering,{'pages': '185-198'},https://www.semanticscholar.org/paper/41d420d090f6f8ac4d5ac5aa52aa34ec4e0ba843,False,"{'url': '', 'status': None, 'license': None}",9.0,17.0,,['JournalArticle'],['Computer Science'],"{'DBLP': 'conf/se/LillackME13', 'MAG': '2401588285', 'CorpusId': 18098814}",3.0,"Max Lillack, Johannes Müller, U. Eisenecker",JournalArticle,"DBLP:conf/se/LillackME13, MAG:2401588285, CorpusId:18098814"
Feature-Oriented Software Product Lines: Concepts and Implementation,,[],2013.0,,,,,,,,,,,,,,,
Models@ Run.time to Support Dynamic Adaptation,,"[{'authorId': '1771452', 'name': 'Brice Morin'}, {'authorId': '2454048', 'name': 'Olivier Barais'}, {'authorId': '145810487', 'name': 'J. Jézéquel'}, {'authorId': '145248246', 'name': 'Arnor Solberg'}]",2010.0,,,https://www.semanticscholar.org/paper/2cab1fd81ba0392947bb31ae25b132c5f5bdcd81,False,"{'url': '', 'status': None, 'license': None}",361.0,12.0,,,,{'CorpusId': 12261841},17.0,"Brice Morin, Olivier Barais, J. Jézéquel, Arnor Solberg",,CorpusId:12261841
A systematic review of domain analysis tools,"The domain analysis process is used to identify and document common and variable characteristics of systems in a specific domain. In order to achieve an effective result, it is necessary to collect, organize and analyze several sources of information about different applications in this domain. Consequently, this process involves distinct phases and activities and also needs to identify which artifacts, arising from these activities, have to be traceable and consistent. In this context, performing a domain analysis process without tool support increases the risks of failure, but the used tool should support the complete process and not just a part of it. This article presents a systematic review of domain analysis tools that aims at finding out how the available tools offer support to the process. As a result, the review identified that these tools are usually focused on supporting only one process and there are still gaps in the complete process support. Furthermore, the results can provide insights for new research in the domain engineering area for investigating and defining new tools, and the study also aids in the identification of companies' needs for a domain analysis tool.","[{'authorId': '2280479', 'name': 'Liana Barachisio Lisboa'}, {'authorId': '1755263', 'name': 'V. Garcia'}, {'authorId': '1924183', 'name': 'D. Lucrédio'}, {'authorId': '145910365', 'name': 'E. Almeida'}, {'authorId': '145457233', 'name': 'S. Meira'}, {'authorId': '145555415', 'name': 'Renata Pontin de Mattos Fortes'}]",2010.0,Information and Software Technology,"{'volume': '52', 'pages': '1-13', 'name': 'Inf. Softw. Technol.'}",https://www.semanticscholar.org/paper/1bbd7734046c249650d130af8b36010d42f72f5e,True,"{'url': 'https://figshare.com/articles/journal_contribution/A_systematic_review_of_domain_analysis_tools/96668/1/files/101106.pdf', 'status': 'GREEN', 'license': 'CCBY', 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1016/j.infsof.2009.05.001?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1016/j.infsof.2009.05.001, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",111.0,78.0,,"['JournalArticle', 'Review']","['Computer Science', 'Engineering']","{'MAG': '2154535415', 'DBLP': 'journals/infsof/LisboaGLAMF10', 'DOI': '10.1016/j.infsof.2009.05.001', 'CorpusId': 825756}",5.0,"Liana Barachisio Lisboa, V. Garcia, D. Lucrédio, E. Almeida, S. Meira, Renata Pontin de Mattos Fortes","JournalArticle, Review","MAG:2154535415, DBLP:journals/infsof/LisboaGLAMF10, DOI:10.1016/j.infsof.2009.05.001, CorpusId:825756"
